,Link,Job Title,Company Name,Location,Salary,Date
105,https://pk.indeed.com/company/PRIME-HR/jobs/Data-Entry-Executive-069bc76aa4aa1872?fccid=8ca1e12213c0b536&vjs=3,Data Entry Executives,PRIME HR,Karachi,"Rs 25,000 - Rs 35,000 a month",Hiring ongoing
106,https://pk.indeed.com/company/Ventureforrceglobal/jobs/Senior-Accountant-da0727598b5d17d5?fccid=1e1c7750883dab00&vjs=3,Sr Accountant,VentureForce Global,Karachi,"Rs 40,000 - Rs 50,000 a month",PostedPosted 30+ days ago
107,https://pk.indeed.com/company/AtoZ-Solutions/jobs/Data-Entry-Online-Marketing-b37abbbbc4e5c244?fccid=d663f21d0469b5dd&vjs=3,Data Entry & Online Marketing,AtoZ Solutions,Karachi,"Rs 15,000 a month",PostedPosted 27 days ago
108,https://pk.indeed.com/company/OPTIMIZE-ENGINEERING-CORE-PVT.-LTD/jobs/Supply-Chain-Officer-632cc6743bae20a2?fccid=b645490e9819ef77&vjs=3,Supply chain Officer,OPTIMIZE ENGINEERING CORE PVT. LTD,Karachi,"Rs 30,000 a month",EmployerActive 2 days ago
109,https://pk.indeed.com/company/Human-Resource-Solution-(Pvt.)-Ltd./jobs/Assistant-Shift-Leader-d84e8a5a5c59e1d4?fccid=0b6a0aacc7516166&vjs=3,Assistant Shift Leadernew,Human Resource Solution (Pvt.) Ltd.,Karachi,N/A,PostedPosted 6 days ago
110,https://pk.indeed.com/company/Tenfolds-Media/jobs/Data-Entry-Shopify-Intern-0391992a6606b2a4?fccid=eea7de858d374fd8&vjs=3,Data Entry Shopify-Intern,Tenfolds Media,Karachi,"Rs 15,000 a month",EmployerActive 10 days ago
111,https://pk.indeed.com/company/Appedology-PVT-Ltd./jobs/Medical-Billing-Executive-103630e8deb0726b?fccid=e2fe2b8d82d9ec39&vjs=3,Medical Billing Executive,Appedology PVT Ltd.,Karachi,"Rs 40,000 - Rs 60,000 a month",EmployerActive 1 day ago
112,https://pk.indeed.com/company/The-Hunar-Foundation/jobs/Assistant-Manager-b34375913c63cd55?fccid=877d947e4a818703&vjs=3,Assistant Manager - Monitoring & Evaluation,The Hunar Foundation,Karachi,N/A,PostedPosted 19 days ago
113,https://pk.indeed.com/company/Lucky-Fabirc/jobs/Social-Media-Assistant-0906623eda30ab52?fccid=f8e59bb00553ebf9&vjs=3,Social Media Assistant,Lucky Fabirc,Karachi,"Rs 30,000 - Rs 40,000 a month",EmployerActive 4 days ago
114,https://pk.indeed.com/company/No-Joke-Marketing/jobs/Digital-Marketing-Head-dab8ffba85165a81?fccid=0512ee317d2ebba5&vjs=3,Digital Marketing Head,No Joke Marketing,Karachi,"Rs 56,382 - Rs 119,960 a month",PostedPosted 23 days ago
115,https://pk.indeed.com/company/metro-financial-services/jobs/Accounting-Associate-53d4311198e92f42?fccid=5e3ce4d0150cb5bb&vjs=3,Accounting Associate - Trainee (Night Shift),Metro Financial Services,Karachi,"Rs 25,000 a month",EmployerActive 6 days ago
116,https://pk.indeed.com/company/Zastech/jobs/Customer-Service-UK-Based-61b8c2c4aa87b0b3?fccid=6fd04db82c1d50f1&vjs=3,Customer Service UK Based,AT-Desk,Karachi,"Rs 30,000 - Rs 35,000 a month",EmployerActive 4 days ago
117,https://pk.indeed.com/company/CreativeITsols/jobs/Data-Entry-Assistant-bbe77ccef3c159c4?fccid=04e015e73797cadb&vjs=3,Data Entry Assistant,CreativeITsols,Karachi,"Rs 18,000 a month",EmployerActive 2 days ago
118,https://pk.indeed.com/company/MaijiTech/jobs/International-Sales-e3b95c16493ffff5?fccid=55a1656ee32ee540&vjs=3,International Sales (RSP),MaijiTech,Karachi,"Rs 40,000 a month",EmployerActive 5 days ago
119,https://pk.indeed.com/company/Gagai-Fabrics/jobs/Data-Research-c8fa435fd31041ed?fccid=6552b93db53ce81c&vjs=3,Data Research ; Data Entry,House of Gagai - G9 Fabrics,Karachi,"Rs 15,000 a month",PostedPosted 25 days ago
120,https://pk.indeed.com/company/AGILE-HR/jobs/Operational-Analyst-Officer-bb8b5cfa78a9f4b3?fccid=1acaf2c4aace6f92&vjs=3,Operational Analyst Officernew,Agile HR Consulting,Karachi,"Rs 40,000 - Rs 55,000 a month",PostedPosted 4 days ago
121,https://pk.indeed.com/company/Silver-Surgical-Complex-pvt-ltd/jobs/Human-Resource-Officer-421b166fe89a446e?fccid=72bcf35636e103e1&vjs=3,HR Officer,Silver Surgical Complex Pvt Ltd,Karachi,"Rs 25,000 - Rs 35,000 a month",PostedPosted 24 days ago
122,https://pk.indeed.com/company/2C--Health/jobs/Care-Facilitator-e6fff567590e551a?fccid=8a123fc54035ea2b&vjs=3,Care Facilitator,2C-Health,Karachi,N/A,EmployerActive 2 days ago
123,https://pk.indeed.com/company/Sybrid-Pvt-Ltd---A-Lakson-Group-Company/jobs/Customer-Service-Intern-23ea70ed679ed089?fccid=11a6b7d1d357bdd1&vjs=3,Customer Service Intern,Sybrid Pvt Ltd - A Lakson Group Company,Karachi,N/A,EmployerActive 1 day ago
124,https://pk.indeed.com/company/OPTIMIZE-ENGINEERING-CORE-PVT.-LTD/jobs/Account-Assistant-84bd4dcdaef5b9f6?fccid=b645490e9819ef77&vjs=3,Accounts Assistantnew,OPTIMIZE ENGINEERING CORE PVT. LTD,Karachi,"Rs 25,000 a month",EmployerActive 4 days ago
125,https://pk.indeed.com/company/Tall-Man-Films/jobs/Finance-Manager-3375c8ff1c84faf8?fccid=379ebddec4996fc0&vjs=3,Finance Manager,Tall Man Films,Karachi,"Rs 35,000 - Rs 50,000 a month",EmployerActive 3 days ago
126,https://pk.indeed.com/company/Ventureforrceglobal/jobs/Account-Associate-d7562a8683b5c67f?fccid=1e1c7750883dab00&vjs=3,Accounts Associate,VentureForce Global,Karachi,"Rs 20,000 - Rs 30,000 a month",PostedPosted 30+ days ago
127,https://pk.indeed.com/company/Nedo-Pakistan/jobs/Software-Support-Executive-04051b1def0c846c?fccid=f971b0c7b5d4b117&vjs=3,Software Support Executivenew,Nedo Pakistan,Karachi,N/A,PostedPosted 6 days ago
128,https://pk.indeed.com/company/Apparel-Merchandising-Services/jobs/Junior-Account-Officer-8b62be46e4b06df7?fccid=dc0abe16540e4890&vjs=3,Junior Accounts Officer,Apparel Merchandising Services,Karachi,N/A,EmployerActive 1 day ago
129,https://pk.indeed.com/company/Mehran-International/jobs/Senior-Accountant-70620c2e2aafc7de?fccid=766cd9007763e67e&vjs=3,SR. ACCOUNTANT,MEHRAN INTERNATIONAL,Hub,"Rs 30,000 a month",EmployerActive 3 days ago
130,https://pk.indeed.com/rc/clk?cmp=PAS-ACCOUNTANTS-%2F-Restaurant-One-Solution-(ROS)&ti=Junior+Accountant&jk=97b64088801d50fe&fccid=e4c81ac2aa1ac16c&vjs=3,Junior Accountant,PAS ACCOUNTANTS,Karachi,"Rs 25,000 - Rs 35,000 a month",EmployerActive 1 day ago
131,https://pk.indeed.com/rc/clk?jk=5a0042aff752d7de&fccid=865fc3dca108ec05&vjs=3,Regional Head South – Karachinew,The Aga Khan Health Service Pakistan,Karachi,N/A,PostedPosted 3 days ago
132,https://pk.indeed.com/company/Source-Code/jobs/International-Sales-Support-Executive-90c8b09f546226e4?fccid=9e201390ae8ab2ff&vjs=3,International Sales and Support Executive - Night shift,Source Code,Karachi,"Rs 40,000 - Rs 50,000 a month",EmployerActive 2 days ago
133,https://pk.indeed.com/company/Non-Profit-Organization/jobs/Resource-Mobilization-Executive-86049efe3769836a?fccid=87049256be7788a0&vjs=3,Resource Mobilization Executive,Green Crescent Trust (GCT),Karachi,N/A,EmployerActive 4 days ago
134,https://pk.indeed.com/company/Fulcrum-Pvt-Ltd/jobs/Q-Supervisor-fb851c8923778897?fccid=dc55519868e92e7f&vjs=3,Q.A Supervisor - Food industry,Fulcrum Pvt Ltd,Karachi,"Rs 30,000 - Rs 35,000 a month",EmployerActive 1 day ago
135,https://pk.indeed.com/company/PerksHR/jobs/Research-Associate-eb8b6ea374e9f643?fccid=463894a38586224f&vjs=3,Research Associate,Perks HR Pvt. Ltd,Karachi,N/A,PostedPosted 10 days ago
136,https://pk.indeed.com/company/WZ-Consultants/jobs/Quickbook-b6825d34555662aa?fccid=76b75a3dcf365245&vjs=3,Quickbooks - Admin Executive,The Trainers,Karachi,"Rs 30,000 - Rs 40,000 a month",PostedPosted 30+ days ago
137,https://pk.indeed.com/company/Maxcom-Pvt-Ltd/jobs/Assistant-E-Commerce-Executive-Data-Entry-e062efd4deb4f612?fccid=dcdb6a2825efd706&vjs=3,(FEMALE ONLY) Assistant E Commerce Executive/Data Entry,Maxcom Pvt Ltd,Karachi,"Rs 20,000 a month",PostedPosted 19 days ago
138,https://pk.indeed.com/company/Gilani-Traders-Pvt.-Ltd/jobs/Ecommerce-Executive-2085368f5a3875f6?fccid=1e9d31b999c1be59&vjs=3,Ecommerce Executive,Gilani Traders Pvt. Ltd,Karachi,"Rs 20,000 - Rs 25,000 a month",PostedPosted 9 days ago
139,https://pk.indeed.com/company/AMRELI-STEELS-LIMITED/jobs/Assistant-Engineer-269e690ad3c7daa6?fccid=942a0aceae2084a0&vjs=3,Assistant Engineer- Production (Rolling Mill)new,AMRELI STEELS LIMITED,Karachi,"Rs 45,000 - Rs 60,000 a month",PostedPosted 5 days ago
140,https://pk.indeed.com/rc/clk?jk=11341278217c2cf0&fccid=992e5bfd50e8b5a9&vjs=3,Human Resources (HR) Assistant / Administrator,KMNR Engineering,Karachi,N/A,PostedPosted 30+ days ago
141,https://pk.indeed.com/rc/clk?jk=9484dd3e009a7213&fccid=640dca9eb5ac7545&vjs=3,Research Associate,"Surgery, Medical College",Karachi,N/A,PostedPosted 10 days ago
142,https://pk.indeed.com/rc/clk?jk=5343b4050ccb5043&fccid=cc439ff89acda9c4&vjs=3,Deputy Manager Tax & Corporate Compliance,DP World,Karachi,N/A,PostedPosted 30+ days ago
143,https://pk.indeed.com/company/Maxcom-Pvt-Ltd/jobs/Assistant-E-Commerce-Executive-1c59f1c63f1728ea?fccid=dcdb6a2825efd706&vjs=3,Assistant E Commerce Executive/ Data Entry (NIGHT SHIFT) Male,Maxcom Pvt Ltd,Karachi,"Rs 18,000 - Rs 20,000 a month",Hiring ongoing
144,https://pk.indeed.com/company/Facon/jobs/Account-Executive-6de56f0c5f3de6b0?fccid=542008648618b7d4&vjs=3,ACCOUNTS EXECUTIVE (MALE)new,FACON,Karachi,"Rs 30,000 - Rs 35,000 a month",PostedPosted 3 days ago
145,https://pk.indeed.com/company/DRM-Outsource-Solutions-Pvt.-Ltd./jobs/Freight-Operation-Executive-2d800f080e7e86f8?fccid=79b05d0266c57d97&vjs=3,"Freight Operations Executive - Night Job USA Campaign, Karach",DRM Outsource Solutions Pvt. Ltd.,Karachi,"Rs 30,000 - Rs 35,000 a month",Hiring ongoing
146,https://pk.indeed.com/company/Ventureforrceglobal/jobs/Account-Manager-bd7d4b8b0fc834d9?fccid=1e1c7750883dab00&vjs=3,Accounts Manager,VentureForce Global,Karachi,"Rs 30,000 - Rs 50,000 a month",PostedPosted 30+ days ago
147,https://pk.indeed.com/company/OMA-Pakistan-Pvt-Ltd/jobs/Junior-Software-Developer-9d799012f759e523?fccid=a355f7f9412af4d0&vjs=3,Junior Software Developernew,OMA Pakistan Pvt Ltd,Karachi,N/A,EmployerActive 3 days ago
148,https://pk.indeed.com/rc/clk?jk=2169600831237a54&fccid=a1cf3602cc601f16&vjs=3,Assistant Accountant,Contour Software,Karachi,N/A,PostedPosted 30+ days ago
149,https://pk.indeed.com/company/MY-corp/jobs/Female-Data-Entry-Operator-Korangi-b0e6f0e0fbed20e9?fccid=cc2a4ae84de6ff95&vjs=3,Female data Entry operator Korangi,M Y CORP,Karachi,"Rs 21,000 a month",EmployerActive 16 days ago
150,https://pk.indeed.com/company/Search-Group-of-Companies/jobs/Receptionist-4fc348e1901e7058?fccid=28936c74ed94d694&vjs=3,Receptionist ( Female ),Search Group of Companies,Karachi,"Rs 15,000 - Rs 25,000 a month",PostedPosted 25 days ago
151,https://pk.indeed.com/company/Shopit.pk/jobs/Assistant-Accountant-d22025998ef80111?fccid=6cce5478eb4e8799&vjs=3,Assistant Accountantnew,Shopit,Karachi,"Rs 20,000 a month",PostedToday
152,https://pk.indeed.com/company/Garments-company/jobs/E-Commerce-Executive-c9b38bce0c4a2a24?fccid=b88385167651d99d&vjs=3,E-Commerce Executive,Garments company,Korangi,N/A,EmployerActive 3 days ago
153,https://pk.indeed.com/company/F&M-(Pvt.)-limited/jobs/Manager-Geological-Laboratory-d1ae2ef33cabad56?fccid=95d1e9cd07e38749&vjs=3,Manager Geological Laboratory - Karachi,F&M (Pvt.) limited,Karachi,"Rs 75,000 - Rs 100,000 a month",EmployerActive 4 days ago
154,https://pk.indeed.com/company/PRIME-HR/jobs/Back-Office-Executive-df3a817a3c24207e?fccid=8ca1e12213c0b536&vjs=3,Back Office Executive - Advance Excel,PRIME HR,Karachi,"Rs 30,000 - Rs 35,000 a month",Hiring ongoing
155,https://pk.indeed.com/company/Nedo-Pakistan/jobs/Junior-Software-Developer-3574dfbb2206b0a7?fccid=f971b0c7b5d4b117&vjs=3,Jr. Software Developernew,Nedo Pakistan,Karachi,N/A,PostedPosted 4 days ago
156,https://pk.indeed.com/company/DRM-Outsource-Solutions-Pvt.-Ltd./jobs/Operation-Executive-3f2a80b150c0df1f?fccid=79b05d0266c57d97&vjs=3,Operations Executive - only Bahria Town Karachi Residencenew,DRM Outsource Solutions Pvt. Ltd.,Karachi,"Rs 30,000 - Rs 45,000 a month",Hiring ongoing
157,https://pk.indeed.com/company/JPSD/jobs/Billing-Officer-Cashier-7c4d2e5ba1070e54?fccid=be635ddbcd51ecb5&vjs=3,Billing Officer/Cashier,JPSD - Jamiyat Punjabi Saudagran-e-Dehli,Karachi,"Rs 20,000 - Rs 40,000 a month",EmployerActive 2 days ago
158,https://pk.indeed.com/company/Mega-Marketing-Network/jobs/Social-Media-Assistant-129c1771cd50ff1f?fccid=76f0de67ef320421&vjs=3,Social Media Assistant,Mega Marketing Network,Karachi,"Rs 20,000 a month",PostedPosted 30+ days ago
159,"https://pk.indeed.com/company/Mezrab,-Pakistan/jobs/Paramedic-Korangi-Clifton-7c5dda82aeaff052?fccid=3b01010429fd230f&vjs=3",Paramedic for Korangi & Clifton,"Mezrab, Pakistan",Karachi,"Rs 35,000 - Rs 40,000 a month",PostedPosted 26 days ago
160,https://pk.indeed.com/company/BLUE-HORIZON-SCHOOL/jobs/Female-Receptionist-School-Office-4da92a75ce86e640?fccid=d7ede883f6dc762a&vjs=3,Female Receptionist For School Office,BLUE HORIZON SCHOOL,Karachi,N/A,EmployerActive 2 days ago
161,https://pk.indeed.com/rc/clk?jk=741c26adf05ecada&fccid=5e964c4afc56b180&vjs=3,Senior Associate I,PwC,Karachi,N/A,PostedPosted 30+ days ago
162,https://pk.indeed.com/rc/clk?jk=5a1f88f0813a6c2b&fccid=ab36df254072e332&vjs=3,Delivery Associate,Legal Aid Society,Karachi,N/A,PostedPosted 13 days ago
163,https://pk.indeed.com/rc/clk?jk=b35ef35e3470e539&fccid=fe7e6452afea9bd5&vjs=3,Content Writer,Creatif Soft,Karachi,N/A,PostedPosted 30+ days ago
164,https://pk.indeed.com/company/Zastech/jobs/Customer-Service-Analyst-UK-Based-3e07caef517c4b03?fccid=6fd04db82c1d50f1&vjs=3,Customer Service Analyst UK Based,AT-Desk,Karachi,"Rs 35,000 - Rs 40,000 a month",PostedPosted 30+ days ago
165,https://pk.indeed.com/company/Human-Capital-HR-Solutions/jobs/Finance-Manager-2352963fd08a756c?fccid=fb77907e9de46877&vjs=3,Finance Manager,Human Capital HR Solutions,Karachi,N/A,EmployerActive 1 day ago
166,https://pk.indeed.com/rc/clk?jk=fbcad615260b9898&fccid=4e5b9d54cb950719&vjs=3,Service Desk Analyst - Karachi,Mobiz,Karachi,N/A,PostedPosted 9 days ago
167,https://pk.indeed.com/company/Fulcrum-Pvt-Ltd/jobs/QA-Supervisor-27d3c348a096e026?fccid=dc55519868e92e7f&vjs=3,QA Supervisor - Food Industry,Fulcrum Pvt Ltd,Karachi,"Rs 35,000 a month",EmployerActive 16 days ago
168,https://pk.indeed.com/company/MRP-Elite-Pvt-Ltd/jobs/Account-Admin-Intern-cc9518ee2b4c39f2?fccid=bc7dd933ed75717a&vjs=3,Accounts & Admin Intern (Paid Internship),MRP Elite Pvt Ltd,Karachi,"Rs 10,000 a month",EmployerActive 5 days ago
169,https://pk.indeed.com/company/Avedasoft/jobs/IT-Intern-0745057ac95bb9eb?fccid=dac9cf338e7ca345&vjs=3,IT Intern,Avedasoft,Karachi,"Rs 16,000 a month",PostedPosted 18 days ago
170,https://pk.indeed.com/rc/clk?jk=afac7ec52a4cff23&fccid=ba5912427a8e8cb8&vjs=3,Officer – Information Technology,Hasnain Tanweer Associates (HTA),Karachi,N/A,PostedPosted 30+ days ago
171,https://pk.indeed.com/company/Earthlink-Innovations/jobs/Customer-Support-Executive-23bdbc9a28aac423?fccid=567c7e58522cea89&vjs=3,Customer Support Executive,EarthLink Innovations,Karachi,"Rs 25,000 - Rs 35,000 a month",Hiring ongoing
172,https://pk.indeed.com/company/Human-Resource-Solution-(Pvt.)-Ltd./jobs/Assistant-Manager-Terminal-d96695ecb4bc7ff7?fccid=0b6a0aacc7516166&vjs=3,Assistant Manager Terminalnew,Human Resource Solution (Pvt.) Ltd.,Karachi,N/A,PostedPosted 6 days ago
173,https://pk.indeed.com/company/PerksHR/jobs/Associate-5072aec4588055f8?fccid=463894a38586224f&vjs=3,Associate - Regional Delivery Team,Perks HR Pvt. Ltd.,Karachi,N/A,PostedPosted 30+ days ago
174,https://pk.indeed.com/company/MY-corp/jobs/Female-Data-Entry-Operator-Graphic-Deisnger-858b98502f331043?fccid=cc2a4ae84de6ff95&vjs=3,Female data Entry operator and graphic deisnger,M Y CORP,Karachi,"Rs 23,000 a month",EmployerActive 20 days ago
175,https://pk.indeed.com/company/SIKANDAR-&-CO./jobs/Account-Assistant-19ca0e4190188855?fccid=2ce5ca6d85f1cffe&vjs=3,Accounts Assistant (Female),SIKANDAR & CO.,Karachi,"Rs 25,000 - Rs 35,000 a month",EmployerActive 3 days ago
176,https://pk.indeed.com/company/TALENTMINE/jobs/Customer-Service-Representative-b660ffdcafbe28c0?fccid=a3544f52feb89fc6&vjs=3,Customer Service Representative,TalentMine,Karachi,N/A,EmployerActive 6 days ago
177,https://pk.indeed.com/company/AUA-SOLUTIONS/jobs/Data-Verification-Phone-Officer-081311c8301db725?fccid=bad220a08e03b070&vjs=3,DATA Verification Phone Officers,AUA Solutions,Karachi,"Rs 22,000 - Rs 37,000 a month",EmployerActive 9 days ago
178,https://pk.indeed.com/rc/clk?jk=a12e8db1f1034f0c&fccid=b699f89e027ca757&vjs=3,Service Desk Analyst,Afiniti,Karachi,N/A,PostedPosted 30+ days ago
179,https://pk.indeed.com/company/CreativeITsols/jobs/Female-Data-Entry-Operator-f7422372581d1c10?fccid=04e015e73797cadb&vjs=3,Female Data Entry Operator,CreativeITsols,Karachi,"Rs 15,000 a month",Hiring ongoing
180,https://pk.indeed.com/company/KH-Group-of-Companies/jobs/Finance-Account-Executive-459ee871543713e6?fccid=66195c9d18bb84c9&vjs=3,Finance & Accounts Executive,KH Group of Companies,Karachi,"Rs 35,000 - Rs 40,000 a month",EmployerActive 2 days ago
181,https://pk.indeed.com/company/Earthlink-Innovations/jobs/Customer-Support-Sales-Executive-e3f654c0de685806?fccid=567c7e58522cea89&vjs=3,Customer Support and sales Executive,EarthLink Innovations,Karachi,"Rs 25,000 - Rs 35,000 a month",PostedPosted 22 days ago
182,https://pk.indeed.com/company/PerksHR/jobs/Senior-Associate-fd5589b0f7d0a04a?fccid=463894a38586224f&vjs=3,Senior Associate- Regional Delivery Team,Perks HR Pvt. Ltd.,Karachi,N/A,PostedPosted 30+ days ago
183,"https://pk.indeed.com/company/Pakish-Web-Design,Development,-Hosting-Company/jobs/Intern-Account-Department-6cdb06c79c19f890?fccid=1c155a7dd731cd8d&vjs=3",Required Interns in Accounts Department ( O Level Must ),Pakish Group - A Software House,Karachi,N/A,PostedPosted 30+ days ago
184,https://pk.indeed.com/company/Aykays/jobs/Human-Resource-Administration-Internship-ec03e8031ecf4ca2?fccid=3b348a5cdb2faa85&vjs=3,HR and Administration Internship,Aykays,Karachi,"Rs 10,000 a month",PostedPosted 30+ days ago
185,https://pk.indeed.com/company/NOW-HR/jobs/Account-Executive-67448a19946c5ea3?fccid=56b0feeb16f4fa73&vjs=3,Accounts Executive,NOW HR,Karachi,"Rs 35,000 - Rs 45,000 a month",PostedPosted 30+ days ago
186,https://pk.indeed.com/company/Bilal-Trading-Company/jobs/Marketing-Manager-fb3d37d8c7c00b8b?fccid=6cc75c81d4842458&vjs=3,Marketing manager,Bilal Trading Company,Karachi,"Rs 15,000 - Rs 20,000 a month",PostedPosted 16 days ago
187,https://pk.indeed.com/company/Marie-Stopes-Society-Pakisatn/jobs/Paramedic-cee5858673415601?fccid=a1d550a2902651ef&vjs=3,Paramedic - Nurse - LHV,Marie Stopes Society Pakisatn,Karachi,"Rs 35,000 - Rs 40,000 a month",EmployerActive 3 days ago
188,https://pk.indeed.com/company/3D-Lifestyle/jobs/Female-Computer-Science-Graduate-218a2ab6835b4dd2?fccid=a56e0a38ff235c3e&vjs=3,Female Computer Science Graduate (Karachi),3D LifeStyle,Karachi,"Rs 25,000 a month",EmployerActive 11 days ago
189,https://pk.indeed.com/company/AGILE-HR/jobs/Operation-Analyst-bea3025da2b4711f?fccid=1acaf2c4aace6f92&vjs=3,Operation Analyst(Night Shift),Agile HR Consulting,Karachi,"Rs 50,000 a month",EmployerActive 2 days ago
190,https://pk.indeed.com/company/Zastech/jobs/Customer-Service-Representative-UK-Based-1e723d39821168e7?fccid=6fd04db82c1d50f1&vjs=3,Customer Service Representative UK Based,AT-Desk,Karachi,"Rs 30,000 - Rs 35,000 a month",PostedPosted 30+ days ago
191,https://pk.indeed.com/company/Avedasoft/jobs/IT-Internee-01dbbc46e796ec1f?fccid=dac9cf338e7ca345&vjs=3,IT Internee (female),Avedasoft,Karachi,"Rs 16,000 a month",PostedPosted 30+ days ago
192,https://pk.indeed.com/rc/clk?jk=a635f46950586175&fccid=d0c850388f9e0a8c&vjs=3,Lead generation,Sperton Global AS,Karachi,N/A,PostedPosted 30+ days ago
193,https://pk.indeed.com/company/AUA-SOLUTIONS/jobs/IT-Network-Support-Engineer-9c5eb4955164a7e7?fccid=bad220a08e03b070&vjs=3,IT Network & Support Engineernew,AUA Solutions,Karachi,"Rs 25,000 - Rs 35,000 a month",PostedPosted 3 days ago
194,https://pk.indeed.com/rc/clk?jk=1bb1f4e602a338a1&fccid=a1cf3602cc601f16&vjs=3,Senior Tax Analyst,Contour Software,Karachi,N/A,PostedPosted 9 days ago
195,https://pk.indeed.com/company/Avedasoft/jobs/IT-Intern-f274c4bd6ba7c0a5?fccid=dac9cf338e7ca345&vjs=3,IT Intern (female),Avedasoft,Karachi,"Rs 16,000 a month",PostedPosted 30 days ago
196,https://pk.indeed.com/company/Wigatech/jobs/Business-Development-Executive-d389787cd5048003?fccid=037867f2bf96ad67&vjs=3,Business Development Executive,Wigatech,Karachi,N/A,Hiring ongoing
197,https://pk.indeed.com/company/3D-Lifestyle/jobs/Female-Software-Data-Entry-Assistant-670b4d31127d02e3?fccid=a56e0a38ff235c3e&vjs=3,Female Software Data Entry Assistant (Karachi),3D LifeStyle,Karachi,"Rs 25,000 a month",EmployerActive 5 days ago
198,https://pk.indeed.com/company/Aykays/jobs/Human-Resource-Administration-Internship-8cf715b6f4261208?fccid=3b348a5cdb2faa85&vjs=3,HR and Administration Internship - Only Males,Aykays,Karachi,"Rs 10,000 a month",PostedPosted 30+ days ago
199,https://pk.indeed.com/company/DRM-Outsource-Solutions-Pvt.-Ltd./jobs/Operation-Admin-Executive-763fa2c3d0f0030f?fccid=79b05d0266c57d97&vjs=3,Operations/Admin Executive - only Bahria Town Karachi Residence,DRM Outsource Solutions Pvt. Ltd.,Karachi,"Rs 30,000 - Rs 45,000 a month",Hiring ongoing
200,https://pk.indeed.com/rc/clk?jk=ca6088dbe8bf1150&fccid=a1cf3602cc601f16&vjs=3,Financial Accountant,Contour Software,Karachi,N/A,PostedPosted 30+ days ago
201,https://pk.indeed.com/company/3D-Lifestyle/jobs/Female-Supply-Chain-Assistant-8c0661e49a052e83?fccid=a56e0a38ff235c3e&vjs=3,Female Supply Chain Assistant (Karachi),3D LifeStyle,Karachi,"Rs 25,000 a month",EmployerActive 19 days ago
202,https://pk.indeed.com/company/AUA-SOLUTIONS/jobs/System-Network-Support-Engineer-5b621388292cca50?fccid=bad220a08e03b070&vjs=3,system & Network support Engineer,AUA Solutions,Karachi,"Rs 25,000 - Rs 40,000 a month",PostedPosted 19 days ago
203,https://pk.indeed.com/company/AUA-SOLUTIONS/jobs/Junior-System-Network-Engineer-aaedeaf9dca89389?fccid=bad220a08e03b070&vjs=3,Jr System & Network Engineer,AUA Solutions,Karachi,"Rs 22,000 - Rs 26,000 a month",PostedPosted 30+ days ago
204,https://pk.indeed.com/company/AUA-SOLUTIONS/jobs/Network-Voip-Engineer-43f54a9d8f437cb9?fccid=bad220a08e03b070&vjs=3,Network/Voip Engineer,AUA Solutions,Karachi,"Rs 25,000 - Rs 35,000 a month",PostedPosted 30+ days ago
